code,name,prereqs
LACA 2971T,Colonial Latin America (HIST 2971T),HIST\xa02971
LACA 0820U,Drug War Politics (POLS 0820U),POLS\xa00820
LACA 1030,Pre-Columbian Art and Architecture: A World That Matters (ANTH 1030),ANTH\xa01030
LACA 1281,Migration in the Americas (SOC 1281),SOC\xa01281
LACA 1503R,Researching Social Movements in Latin America,
LACA 1504G,Arts of the Environment in the Americas,
LACA 1570,The Economics of Latin Americans (ECON 1570),ECON\xa01570
LACA 1631,"Authority, Identity, and Visual Culture in Colonial Latin America (HIAA 1631)",HIAA\xa01631
LACA 0030,Health of Hispaniola (PHP 0030),
LACA 0066N,People and Cultures of Greater Mexico (ANTH 0066N),ANTH\xa00066
LACA 0190A,Islands of Empire (ETHN 0190A),ETHN\xa00190
LACA 0233,Colonial Latin America (HIST 0233),HIST\xa00233
LACA 0253A,Colonial America: A Global History (HIST 0253A),
LACA 0990,Mapping Cross-Cultural Identities (POBS 0990),POBS\xa00990
LACA 1020C,The Afro-Luso-Brazilian Triangle (AFRI 1020C),AFRI\xa01020
LACA 1080,"Performing Brazil: Theater, Language and Culture (POBS 1080)",POBS\xa01080
LACA 1330U,"Hauntings: Gothic Fictions, Banditry and the Supernatural in Latin America (HISP 1330U)",HISP\xa01330
LACA 1370Y,Literature and Film of the Cuban Revolution (HISP 1370Y),HISP\xa01370
LACA 1371F,"Narrating the Borderlands: Literature, Legality, and Solidarity (HISP 1371F)",HISP\xa01371
LACA 1500M,Queer Aesthetics and Intimacies en español (HISP 1500M),HISP\xa01500
LACA 1510I,Urban Latin America,
LACA 1630,Engaged Humanities: Storytelling in the Americas,
LACA 1750A,Immigrant Social Movements: Bridging Theory and Practice (ETHN 1750A),ETHN\xa01750
LACA 1815J,1492 Unlearning Single World Order and Single World History (COLT 1815J),
LACA 1874,Development's Visual Imaginaries: Still and Moving Images That Shaped the Field (DEVL 1874),
LACA 0210,Afro Latin Americans and Blackness in the Americas (AFRI 0210),AFRI\xa00210
LACA 0510F,Fidel Castro and Che Guevara: The Men and the Myths (COLT 0510F),COLT\xa00510
LACA 0610,Mapping Portuguese-Speaking Cultures: Brazil (POBS 0610),POBS\xa00610
LACA 0711,Brazilian Democracy in Literature and History (POBS 0711),
LACA 0760,Transatlantic Crossings: Readings in Hispanic Literatures (HISP 0760),HISP\xa00760
LACA 1200D,Latina/o Literature (ETHN 1200D),ETHN\xa01200
LACA 1210,Afro-Brazilians and the Brazilian Polity (AFRI 1210),AFRI\xa01210
LACA 1330Z,Tropical Fictions: Geography and Literature in Latin American Culture (HISP 1330Z),HISP\xa01330
LACA 1331,The Rise and Fall of the Aztecs: Mexico 1300-1600 (HIST 1331),HIST\xa01331
LACA 1331E,Visions and Voices of Indigenous Mexico (HISP 1331E),HISP\xa01331
LACA 1340,History of the Andes from Incas to Evo Morales (HIST 1340),
LACA 1381,"Latin American History and Film: Memory, Narrative and Nation (HIST 1381)",HIST\xa01381
LACA 1503O,Networked Movements. Mobilizations for change in Latin America in the 21st century.,
LACA 1503P,Consuming the Cold War in the Caribbean,
LACA 1503Q,Politics of Indigeneity in Brazil,
LACA 1520,Latin American Horror (GNSS 1520),GNSS\xa01520
LACA 1560,Economic Development in Latin America (DEVL 1560),
LACA 1621,Material Culture Practicum (ANTH 1621),ANTH\xa01621
LACA 1803W,Roots of Crisis in Central America (INTL 1803W),
LACA 1958A,Archives of Desire: Non-Normative Genders and Sexualities in the Hispanophone World (HIST 1958A),HIST\xa01958
LACA 1966Q,Colonial Encounters and the Creation of Latin America (HIST 1966Q),HIST\xa01966
LACA 1967C,Making Revolutionary Cuba (HIST 1967C),HIST\xa01967
LACA 2350X,Literatures of Work and the Work of Literature in Latin America (HISP 2350X),
LACA 0537A,Popular Culture in Latin America and the Caribbean (HIST 0537A),HIST\xa00537
LACA 0750E,Topics in Hispanic Culture and Civilization (HISP 0750E),HISP\xa00750
LACA 0750Q,"Health, Illness and Medicine in Spanish American Literature and Film (HISP 0750Q)",HISP\xa00750
LACA 1151U,Literatura Puertorriqueña: Cruce-Ficciones y Contra-Poemas (LITR 1151U),LITR\xa01151
LACA 1370V,Mujeres Malas (HISP 1370V),HISP\xa01370
LACA 1371C,“El gran zoo”: Animals in Latin American Culture (HISP 1371C),HISP\xa01371
LACA 1411D,Antigones (COLT 1411D),COLT\xa01411
LACA 1501G,Remembering and Forgetting the Portuguese Colonial Empire (POBS 1501G),POBS\xa01501
LACA 1503M,Indigenous Resistance and Contradictions in Latin America,
LACA 1503N,"Race, Racism, and Indigeneity in the Americas",
LACA 1620B,Latin America and the Caribbean: Challenges of the Global South,
LACA 1700B,Rhythm and Silence: A Creative Writing Workshop (HISP 1700B),HISP\xa01700
LACA 1700K,Race in the Americas: A Hemispheric Perspective (AMST 1700K),AMST\xa01700
LACA 1702M,The U.S. War on Drugs: From History to Policymaking and Beyond (PLCY 1702M),
LACA 1703A,Youth Politics and Culture in the Americas: Explorations through Ethnography (PLCY 1703A),
LACA 1750L,Latina Feminisms (ETHN 1750L),ETHN\xa01750
LACA 1800F,The Lusophone World and the Struggle for Modernity (POBS 1800F),POBS\xa01800
LACA 1803S,US-Mexico Borderlands (INTL 1803S),
LACA 1815C,"War, Language and the Arts (COLT 1815C)",
LACA 1923,Music in the Andean Countries: From Cumbia to Carnavalito (MUSC 1923),MUSC\xa01923
LACA 1954J,The History of the Book (HIST 1954J),
LACA 1961L,Postcolonial Horror: Political Specters in Non-Western Literature and Film (GNSS 1961L),GNSS\xa01961
LACA 2080F,Latin in America (LATN 2080F),LATN\xa02080
LACA 2500N,Got Rights? Human Rights and Contemporary Brazilian Literature (POBS 2500N),
LACA 2620O,Authorship and Authoritarianism in Spain and Latin America (HISP 2620O),HISP\xa02620
LACA 0100,Introduction to Latin America,
LACA 0232,Clash of Empires in Latin America (HIST 0232),HIST\xa00232
LACA 0710A,(En)Gendering the Text: Gender & Sexuality in Latin American Literature and Film (GNSS 0710A),GNSS\xa00710
LACA 1070,The Burden of Disease in Developing Countries (PHP 1070),PHP\xa01070
LACA 1285,The Quality of Democracy in Latin America (POLS 1285),POLS\xa01285
LACA 1330Q,Short Forms: Major Works in a Minor Key (HISP 1330Q),HISP\xa01330
LACA 1330V,Gender Trouble in Spanish America (HISP 1330V),HISP\xa01330
LACA 1503K,Mosquito: Performing Epidemics in Latin America and the Caribbean,
LACA 1503L,History of Central America from the 16th Century to the Present,
LACA 1504E,Latinx Music in the U.S.,
LACA 1900I,Latina/o Cultural Theory (AMST 1900I),AMST\xa01900
LACA 2350H,The History of Wonder in Colonial Spanish American Lettres (HISP 2350H),HISP\xa02350
LACA 0150F,Pirates (HIST 0150F),
LACA 1330C,Indigenous Literatures of Latin America (HISP 1330C),HISP\xa01330
LACA 1331A,Writing Animals in the Iberian Atlantic (HISP 1331A),HISP\xa01331
LACA 1420F,"Fantastic and Existentialist Literatures of Argentina, Uruguay and Brazil (COLT 1420F)",COLT\xa01420
LACA 1503I,"Fiction and Methods in Social Research: Debates on Inequality, Poverty, and Violence",
LACA 1503J,Latin American Urban Interventions,
LACA 1504D,The Art of Revolution in Latin America,
LACA 1701C,"The First Scientific Americans: Exploring Nature in Latin America, 1500-1800 (SCSO 1701C)",
LACA 1750I,"Indigeneity, Sustainability and Resistance in Food Politics (ETHN 1750I)",ETHN\xa01750
LACA 1800E,The Brazilian Puzzle: Confronting the Post-Colonial Legacy (POBS 1800E),POBS\xa01800
LACA 1802S,Human Security and Humanitarian Response (PHP 1802S),PHP\xa01802
LACA 1967E,In the Shadow of Revolution: Mexico Since 1940 (HIST 1967E),HIST\xa01967
LACA 1967T,History of the Andes from the Incas to Evo Morales (HIST 1967T),HIST\xa01967
LACA 1979E,"Wise Latinas: Women, Gender, and Biography in Latinx History (HIST 1979E)",HIST\xa01979
LACA 2350V,The Politics of Romanticism in Spanish American Literature (HISP 2350V),
LACA 2971E,Latin American Historiography (HIST 2971E),HIST\xa02971
LACA 0637A,History of Jews in Brazil (HIST 0637A),
LACA 0850,Comparative Approaches to the Literatures of Brazil and the United States (POBS 0850),POBS\xa00850
LACA 1330T,El Amor en Español (HISP 1330T),HISP\xa01330
LACA 1371B,Sports and Culture in Latin America (HISP 1371B),HISP\xa01371
LACA 1503H,"Sexuality, Human Rights and Health: Latin American Perspective and Brazilian Experiences",
LACA 1601A,Latin American Literature in an Era of Globalization,
LACA 1650,Ancient Maya Writing (ANTH 1650),ANTH\xa01650
LACA 2520L,Latin American Existential Literature (HISP 2520L),HISP\xa02520
LACA 0271,Introduction to Latina/o History (ETHN 0271),ETHN\xa00271
LACA 0646,Brazilian Choro Ensemble (MUSC 0646),MUSC\xa00646
LACA 0711G,"The Realist Novel (Europe, America, Latin America) (COLT 0711G)",COLT\xa00711
LACA 0760A,Rastafarianism (AFRI 0760A),AFRI\xa00760
LACA 1031,Classic Mayan Civilization (ANTH 1031),ANTH\xa01031
LACA 1050W,Transnational Hispaniola: Haiti and the Dominican Republic (AFRI 1050W),AFRI\xa01050
LACA 1312,Brazil: From Abolition to Emerging Global Power (HIST 1312),HIST\xa01312
LACA 1330X,The Nature of Conquest: Scientific Literatures of the Americas (HISP 1330X),HISP\xa01330
LACA 1503F,"Art and the Global City: Buenos Aires, Rio de Janeiro and Mexico City",
LACA 1503G,"Music, Gender + Sexuality in the Americas",
LACA 1803R,Bringing Small States In: How and Why They Matter (DEVL 1803R),
LACA 1976H,Environmental History of Latin America 1492-Present (HIST 1976H),HIST\xa01976
LACA 0901W,The Space Within: Contemporary Borderland Moving Image Practice (MCM 0901W),MCM\xa00901
LACA 1120,Peoples and Cultures of the Americas (ANTH 1120),ANTH\xa01120
LACA 1370B,"Gaborium: Memory, Fiction, and Reading in Gabriel García Márquez (HISP 1370B)",HISP\xa01370
LACA 1700,"Beyond Sun, Sea and Sand: Exploring the Contemporary Caribbean (DEVL 1700)",
LACA 1972C,Picturing Paradise: Art and Science in the Americas (HMAN 1972C),HMAN\xa01972
LACA 1972F,Picturing Paradise: Art and Science in the Americas (HMAN 1972F),
LACA 1979L,Urban History of Latin America (HIST 1979L),HIST\xa01979
LING XLIST,Courses of Interest to Concentrators in Linguistics,
LITR 0100A,Introduction to Fiction,
LITR 0100B,Introduction to Poetry,
LITR 0110A,Fiction I,
LITR 0110B,Poetry I,
LITR 0110E,Screenwriting I,
LITR 0110H,Digital & Cross-Disciplinary Language Arts 1,
LITR 0210A,Fiction Writing II,
LITR 0210B,Poetry Writing II,
LITR 0710,Writers on Writing Seminar,
LITR 1010A,Advanced Fiction,
LITR 1010B,Advanced Poetry,
LITR 1110R,Performance Dimensions of Text,
LITR 1110V,Script to Screen: Scene Work,
LITR 1110W,Losing Record,
LITR 1150B,The Foreign Home: Interdisciplinary Arts,
LITR 1152B,Ekphrasis in Action,
LITR 1152C,Writers-in-the-Community Training & Residencies,
LITR 1152I,Poets' Tour of the Essay,
LITR 1200,Writers on Writing,
LITR 1220J,Waves and Edges: Poetry and the Sea (ENGL 1901P),ENGL\xa01901
LITR 1231J,Histories,
LITR 1410A,Fiction Honors,
LITR 2010A,Graduate Fiction,
LITR 2010B,Graduate Poetry,
LITR 2700,Pedagogy Seminar,
LITR 0310T,Metaforaging,
LITR 0310U,Hydropoetics: writing with and as water,
LITR 0710R,Poetry and Science (ENGL 0710R),ENGL\xa00710
LITR 1010E,Advanced Screenwriting,
LITR 1110N,Workshop for Potential Literature,
LITR 1110S,Fiction into Film,
LITR 1110U,Script to Screen: Fundamentals of Filmmaking,
LITR 1151Q,Great Adventure,
LITR 1152H,Writing from the Archives/In the Subjunctive Mood,
LITR 1152Q,Land Arts,
LITR 1152R,Money!,
LITR 2710,Literary Arts Pedagogy in Practice,
LITR 1152M,Speculative Fiction and the Literature of Imagination,
LITR 1231E,Rereading Writing,
LITR 0310Q,Speculative Digital Utopias in a Time of Planetary Crisis,
LITR 0510E,Fiction v. Non-Fiction,
LITR 0999,Graphic Novels and Comic Masterworks,
LITR 1010D,Advanced Digital Language Arts,
LITR 1110T,Script to Screen,
LITR 1152O,G-d Dream,
LITR 1152P,Structuring and Revising Reported Narrative Nonfiction,
LITR 0110D,Digital Language Art I,
LITR 0310O,Narrative Nonfiction,
LITR 0310P,"WIND in the CANE: Or, poetry in the “black outdoors”",
LITR 1151G,Everything Emily,
LITR 1151T,Poetry for Healing Territories,
LITR 1151Y,Against Genre,
LITR 1152K,The Shape of Longing,
LITR 1152L,I’m Feeling Myself: The Black Female Body as Its Own Utopia,
LITR 1152N,Ecopoetics in Action,
LITR 1230E,Form and Theory of Fiction,
LITR 1230Y,Structuring (and De-Structuring) Novels: Special Topics Literature Seminar,
LITR 1231K,Innovations in Indian Literature,
LITR 0310N,Machine Learning and Language Arts: Approaches to AI Art Practice,
LITR 1152G,Rebuilding the Book,
LITR 1152J,Hybrid Writing Workshop: The Long Engagement,
LITR 1220H,Gertrude Stein and What Comes After (ENGL 1711M),
LITR 1220I,Zoopoetics (ENGL 1900J),ENGL\xa01900
LITR 1230V,Why Don't We Fall in Love?,
LITR 0310M,Refusing Objecthood: Web-Based Language Art as Site,
LITR 0510C,The Pleasures of the Text,
LITR 1000,The Arts Workshop for Practice and Practice-Oriented Research,
LITR 1150M,Short Fiction Experiments,
LITR 1151O,Ideas of Narration Before Don Quixote,
LITR 1151S,Fan_Fic,
LITR 1151X,Interdisciplinary Arts Workshop: Translation of Concept,
LITR 1152A,Survey of the Historic Avant-Garde,
LITR 1152D,Islands of the Mind (HIST 1964S),
LITR 1152E,Between the Seams: Hybrid Works,
LITR 2110O,"Dialogue, Monologue, & Dialect",
LITR 0900A,Classic Short Stories,
LITR 0310L,Coding for Language: An Introduction,
LITR 0610D,Four Performance Texts,
LITR 0610E,"To Gather, To Sever, To Mix, To Turn",
LITR 0610F,Choose Your Own Adventure,
LITR 1010G,Writing3D,
LITR 1151U,Literatura Puertorriqueña: Cruce-Ficctiones y Contra-Poemas,
LITR 1231A,Time Mechanics: Poetry as Translation,
LITR 1231C,Experimental Poets of Color,
LITR 2110Q,American Experimental Writing: A Survey,
LITR 0310K,The Web Video: Narrative Installed in the Screen,
LITR 1150A,Ecopoetics in Practice,
LITR 1151Z,Paysagisme and the Art of Eco-Responsibility,
LITR 1231I,"The Sacred & Profane: Dante, Milton, Rushdie",
LITR 0310G,COMIX: Words + Image,
LITR 0310I,Exploding the Book: An Introduction to Hybrid + Cross-Disciplinary Poetry,
LITR 1151V,Black Box Poetics,
LITR 1151W,"The Restless Desk:  Hybrid Writing, Performance, Collaboration",
LITR 2110P,World of Echoes: The Poet as Translator,
LITR 1151N,Zoologic: Wild Animals in the Surveillance State,
LITR 0510B,Into the Machine,
LITR 1151L,World Tour: Recent Poetry in Translation,
LITR 1151P,Documentary Poetics,
LITR 1151R,Ecstatic Alphabets: Poetry by Other Means,
LITR 1231F,Listening/Voicing,
LITR 1231G,Traditions of Rupture: the Latin American Avant-Garde,
LITR 1231H,New York City 1965-2001,
LITR 2110N,"Drive, he sd: Robert Creeley & Co.",
LITR 0510D,Why Don’t We Fall In Love?,
LITR 1110F,Narrative Strategies,
LITR 1151F,Choose Your Own Adventure,
LITR 1151J,Bob Marley: Lyrics and Legend,
LITR 1151K,"Art of Assemblage: Collage, Reportage + Re-Appropriation",
LITR 1231D,"Narrative Possession: spirits, shamans and the walking dead",
LITR 2110M,Challenging the Single Story: Reading Africa,
LITR 0210D,Digital Language Art II,
LITR 1151E,Latin American Death Trip,
LITR 1151H,Discomfort,
LITR 1151I,Remaster + Remix,
LITR 1230Z,Syncretic Gods,
LITR 1231B,The Enchantment of Re-Imagining,
MATH 0060,Analytic Geometry and Calculus,MATH\xa00090MATH\xa00100MATH\xa00050MATH\xa00070MATH\xa00090
MATH 0090,"Introductory Calculus, Part I",MATH\xa00090MATH\xa00100MATH\xa00050MATH\xa00060MATH\xa00070
MATH 0100,"Introductory Calculus, Part II",MATH\xa00090MATH\xa00090
MATH 0180,Intermediate Calculus,MATH\xa00100
MATH 0200,Intermediate Calculus (Physics/Engineering),MATH\xa00180MATH\xa00100
MATH 0420,Introduction to Number Theory,
MATH 0520,Linear Algebra,MATH\xa00520MATH\xa00540MATH\xa01260MATH\xa01610MATH\xa00100MATH\xa00540
MATH 0540,Honors Linear Algebra,MATH\xa00540MATH\xa00520MATH\xa00100
MATH 1001,The Art of Writing Mathematics,
MATH 1010,Analysis: Functions of One Variable,MATH\xa00180MATH\xa00520MATH\xa01010MATH\xa01130
MATH 1040,Fundamental Problems of Geometry,
MATH 1120,Partial Differential Equations,
MATH 1140,Functions Of Several Variables,MATH\xa01130MATH\xa01130
MATH 1230,Graph Theory,MATH\xa00180MATH\xa00520
MATH 1530,Abstract Algebra,MATH\xa01530MATH\xa01530
MATH 1540,Topics in Abstract Algebra,MATH\xa01530
MATH 1560,Number Theory,MATH\xa01530
MATH 1580,Cryptography,MATH\xa01530MATH\xa00520MATH\xa00540
MATH 1620,Mathematical Statistics,
MATH 2010,Differential Geometry,
MATH 2060,Algebraic Geometry,MATH\xa02050
MATH 2220,Real Function Theory,
MATH 2260,Complex Function Theory,MATH\xa02250
MATH 2420,Algebraic Topology,MATH\xa02410
MATH 2520,Algebra,MATH\xa02510
MATH 2540,Number Theory,MATH\xa02530
MATH 2720T,"Graphs, Matroids, and Moduli Spaces",
MATH 2720U,"Signatures in Topology, Algebra, and Dynamics",
MATH 2970,Preliminary Exam Preparation,
MATH 2990,Thesis Preparation,
MATH 0050,Analytic Geometry and Calculus,MATH\xa00050MATH\xa00090MATH\xa00100MATH\xa00070MATH\xa00090
MATH 0070,Calculus with Applications to Social Science,MATH\xa00050MATH\xa00060MATH\xa00090
MATH 0190,Advanced Placement Calculus (Physics/Engineering),MATH\xa00170
MATH 0350,Honors Calculus,
MATH 1060,Differential Geometry,
MATH 1110,Ordinary Differential Equations,
MATH 1130,Functions of Several Variables,MATH\xa01010MATH\xa01260MATH\xa01130
MATH 1260,Complex Analysis,MATH\xa00180MATH\xa00520
MATH 1270,Topics in Functional Analysis,
MATH 1410,Topology,MATH\xa00520MATH\xa00540
MATH 1610,Probability,
MATH 2050,Algebraic Geometry,
MATH 2110,Introduction to Manifolds,
MATH 2210,Real Function Theory,
MATH 2250,Complex Function Theory,
MATH 2410,Topology,
MATH 2510,Algebra,
MATH 2530,Number Theory,MATH\xa02510
MATH 2710Y,Deformation Theory of Riemann Surface,
MATH XLIST,Courses of Interest to Students Majoring in Mathematics,
MATH 0750,Introduction to Higher Mathematics,
