code,subject,terms,name,prereqs,postreqs,info
MATH 1230,MATH,"['202120', '202020', '201920', '201820', '201720', '201620']",Graph Theory,MATH\xa00180MATH\xa00520,[],"['This course covers important material about graph theory, such as spanning trees, network flow problems, matching problems, coloring problems, planarity, Cayley graphs, spectral theory on graphs, and Ramsey Theory. The emphasis will be on a combination of theory and algorithms. Depending on the instructor, connections to such fields as combinatorics, geometry, or computer science might be emphasized. Prerequisite: MATH\xa00180, 0200 or 0350 and MATH\xa00520 or 0540 are recommended. Enrollment limited to 40.']"
MATH 1530,MATH,"['202120', '202110', '202100', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Abstract Algebra,MATH\xa01530MATH\xa01530,[],"['A proof-based course that introduces the principles and concepts of modern abstract algebra. Topics will include groups, rings, and fields, with applications to number theory, the theory of equations, and geometry. Previous proof-writing experience is not required. MATH\xa01530 is required of all students concentrating in mathematics. It is strongly suggested that potential mathematics concentrators make MATH\xa01530 one of the first thousand level mathematics classes that they take.']"
MATH 1540,MATH,"['202120', '202020', '201920', '201820', '201720', '201620']",Topics in Abstract Algebra,MATH\xa01530,[],"['Galois theory together with selected topics in algebra. Examples of subjects which have been presented in the past include algebraic curves, group representations, and the advanced theory of equations. Prerequisite: MATH\xa01530.']"
MATH 1560,MATH,"['202120', '202020', '201920', '201820', '201720', '201620']",Number Theory,MATH\xa01530,[],"['Selected topics in number theory will be investigated. Unique factorization, prime numbers, modular arithmetic, arithmetic functions, quadratic reciprocity, finite fields, and related topics. Prerequisite: MATH\xa01530 or written permission.']"
MATH 1580,MATH,"['202120', '201910', '201810', '201710', '201610']",Cryptography,MATH\xa01530MATH\xa00520MATH\xa00540,[],"['The main focus is on public key cryptography. Topics include symmetric ciphers, public key ciphers, complexity, digital signatures, applications and protocols. MATH\xa01530 is not required for this course. What is needed from abstract algebra and elementary number theory will be covered. Prerequisite: MATH\xa00520 or MATH\xa00540.']"
MATH 1620,MATH,"['202120', '202020', '201920', '201820', '201720']",Mathematical Statistics,,[],"['Frequentist and Bayesian viewpoints and decision theory principles. Concepts from probability, including the central limit theorem and multivariate normal distributions, and asymptotic estimates. Inferences from independent, identically distributed sampling: point estimation, confidence intervals, and hypothesis testing. Analysis of variance (ANOVA) and generalized linear models of regression.']"
MATH 2010,MATH,"['202120', '202020', '201920', '201820', '201710', '201610']",Differential Geometry,,[],"['Introduction to differential geometry (differentiable manifolds, differential forms, tensor fields, homogeneous spaces, fiber bundles, connections, and Riemannian geometry), followed by selected topics in the field.']"
MATH 2060,MATH,"['202120', '202020', '201920', '201820', '201720', '201620']",Algebraic Geometry,MATH\xa02050,[],['See Algebraic Geometry (MATH\xa02050) for course description.']
MATH 2220,MATH,"['202120', '201920', '201720']",Real Function Theory,,[],"['The basics of Hilbert space theory, including orthogonal projections, the Riesz representation theorem, and compact operators. The basics of Banach space theory, including the open mapping theorem, closed graph theorem, uniform boundedness principle, Hahn-Banach theorem, Riesz representation theorem (pertaining to the dual of C_0(X)), weak and weak-star topologies. Various additional topics, possibly including Fourier series, Fourier transform, ergodic theorems, distribution theory, and the spectral theory of linear operators.']"
MATH 2260,MATH,"['202120', '202020', '201920', '201820', '201720', '201620']",Complex Function Theory,MATH\xa02250,[],['See Complex Function Theory (MATH\xa02250) for course description.']
MATH 2420,MATH,"['202120', '202020', '201920', '201820', '201720', '201620']",Algebraic Topology,MATH\xa02410,[],"['This is a continuation of MATH\xa02410. Topics include cohomology, cup products, Poincare duality, and other topics chosen by the instructor.']"
MATH 2520,MATH,"['202120', '202020', '201920', '201820', '201720', '201620']",Algebra,MATH\xa02510,[],['See Algebra (MATH\xa02510) for course description.']
MATH 2540,MATH,"['202120', '202020', '201920', '201820', '201720', '201620']",Number Theory,MATH\xa02530,[],['See Number Theory (MATH\xa02530) for course description.']
MATH 2720T,MATH,['202120'],"Graphs, Matroids, and Moduli Spaces",,[],[]
MATH 2720U,MATH,['202120'],"Signatures in Topology, Algebra, and Dynamics",,[],[]
MATH 2970,MATH,"['202120', '202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Preliminary Exam Preparation,,[],['No description available.']
MATH 2990,MATH,"['202120', '202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,,[],['For graduate students who have met the residency requirement and are continuing research on a full time basis.']
